id,review
tt0372366,"{'data-review-id': 'rw9206880', 'full_review': ""Quite simply this is one of the truest, finest films ever made. To say that it is about a journey to a ' better ' place which in this case is a a seaside pleasure resort in Crimea is to simplify. It is a place called Koktebel and a young middle aged man and his eleven year old son intend to reach it, and it is above all the young son's dream to get there. Father/son relationships have been depicted before in Russian cinema in many different ways, and their significance is probably difficult to understand in Western culture. In the West directors like Bogdanovich and Wenders have depicted daughters, whereas in Russia ( it seems to me ) male bonding has a stronger pull. In ' Koktebel ' the father who has fallen on bad times has to find a place to live and as his wife is dead he bears sole responsibility for his son's future. No spoilers but after many troubled incidents the two break apart, and the son alone in a desolate muddy field has a critical breakdown, sobbing that ' it is finished '. I interpreted it that his real childhood was finished and that he was too young to bear that. The actor who plays the son is superb, and for me he was the tragic focus of the film. Alone he continues the journey. I wondered as I watched about the true meaning of this cinematic masterpiece. Is disillusionment the fate of all of us who travel in life ? Is the journey better without the hope of a place where life will supposedly fulfil our fantasies and needs ? Many have written of the visual beauty in this film, and yes there is a beauty in the landscapes and also a beauty in the ' things ' however ' ugly ' that surround the various characters. All of this is here in ' Koktebel ' but for me it was the loss of childhood innocence of the son - and yes, of his father in his own youth that moved me to tears. A great, great film that needs many viewings and finally I feel its major achievement is in the not so simple fact that each and all of us must move on, and that finally our personal Ithaca is totally different from what we hoped for."", 'rating_value': '10', 'review_date': '22 July 2023', 'reviewer_name': 'jromanbaker', 'reviewer_url': '/user/ur68129390/', 'short_review': 'Better the journey than to arrive'}"
tt0372366,"{'data-review-id': 'rw1957375', 'full_review': '', 'rating_value': '7', 'review_date': '7 October 2008', 'reviewer_name': 'ron-chow', 'reviewer_url': '/user/ur7501915/', 'short_review': 'Enjoyable Contemporary Russian Cinema'}"
tt0372366,"{'data-review-id': 'rw1515234', 'full_review': ""Personally I didn't find the boy's acting particularly effective, especially in the scene when he has left his father behind. The brilliance of this film is that each scene clearly expresses an idea and the audience is able to understand and sympathize with emotions and events that would be hard to put into words. For me the landscape seemed oppressive and gloomy. Of course in some ways it's beautiful but that's only a perception, and if the audience enters into the spirit of the characters then i don't think they'd find the scenery attractive. I also found the drawn out shots demonstrated the immensity of everything, the length of the voyage, the effort that the characters have to make everyday just to keep going. The film is an amazing commentary on Russia, it revives a lot of the Communist culture (especially the belief in ESP) but also shows the new Russia in the form of the boy. A boy who is not a totally sympathetic character but who shows incredible determination."", 'rating_value': '8', 'review_date': '6 November 2006', 'reviewer_name': 'jjbul', 'reviewer_url': '/user/ur4138466/', 'short_review': ""It's not the acting that makes this film powerful""}"
tt0372366,"{'data-review-id': 'rw1696883', 'full_review': 'This film is slow, but slow like Herzog: each scene is visually fascinating and punctuated by a sense of dread that leads to real narrative suspense. I could not keep my eyes off the screen. The sense of reality in the rural Russian small towns is matched by a fresh magic realism that seems plausible while at the same time, as it should be, magical. Figures appear as if from fairy tales: a good witch, an ogre who turns out to be a benevolent troll. The film also captures the perspective of a child who insists on promises kept regardless of their impossibility and who takes refuge in self-created ritual. I will watch this many times.', 'rating_value': '10', 'review_date': '19 July 2007', 'reviewer_name': 'elizgg', 'reviewer_url': '/user/ur16110441/', 'short_review': 'Very fine film, visually and emotionally powerful'}"
tt0372366,"{'data-review-id': 'rw0928659', 'full_review': '', 'rating_value': '6', 'review_date': '28 July 2004', 'reviewer_name': 'Scorching', 'reviewer_url': '/user/ur2061873/', 'short_review': 'Boring'}"
tt0372366,"{'data-review-id': 'rw1036812', 'full_review': ""Koktebel is a very poor film made by obviously inexperienced directors. It centres on a father and son as they make their way from Moscow to the Crimea. Without money, they have to hitch lifts, get work when they can and rely on others' generosity. The film has enormous potential that is almost completely wasted by the directors. The cinematography (which clearly could make a film like this wonderful) is bad. The directors take the 'banale detail' camera-work to a new level in a clear imitation of better Russian directors (like Tarkovsky or Sokhurov), but carry it off badly, so that it becomes boring and sentimental. This is a real shame, since the Russian landscape is exceptionally beautiful in its sparseness and this is hardly captured at all. The directors are probably trying to show the the point of view of the 11-year-old protagonist, but it results in a pretentious and cloying film. Neither the script nor the acting are so bad, but the directors make unfair demands on the child actor playing the son, spoiling what would have otherwise been a solid performance. There are occasional good scenes, but the narrative lacks continuity and is horribly self-conscious (social stereotypes appear from the wings, making it seem like the directors have a tick-list of emotions they want to convey). The continual use of music (not a bad, but an inappropriate piece by Chick Corea) compounds the sentimentality of the film. Avoid it."", 'rating_value': '1', 'review_date': '10 March 2005', 'reviewer_name': 'sage2-2', 'reviewer_url': '/user/ur4943754/', 'short_review': 'This is not a good film.'}"
tt0372366,"{'data-review-id': 'rw0928657', 'full_review': 'Koktebel\' is the film that could impress those who love Russia, Russians and who wants to know more about that country. It could help to understand ""mysterious Russian soul"". But it is sometimes too slow and detailed. It got the Silver Georgy on the 25th Moscow International Film festival.', 'rating_value': '9', 'review_date': '30 July 2003', 'reviewer_name': 'aania@mail.ru', 'reviewer_url': '/user/ur1338962/', 'short_review': 'for those who love Russia'}"
tt0044486,"{'data-review-id': 'rw1203192', 'full_review': '', 'rating_value': '8', 'review_date': '28 October 2005', 'reviewer_name': 'ccthemovieman-1', 'reviewer_url': '/user/ur4445210/', 'short_review': 'Olivier Elevates This Solid Soaper Big-Time'}"
tt0044486,"{'data-review-id': 'rw1490568', 'full_review': '', 'rating_value': '9', 'review_date': '5 October 2006', 'reviewer_name': 'claudio_carvalho', 'reviewer_url': '/user/ur2488512/', 'short_review': 'Cruel Classic Romance'}"
tt0044486,"{'data-review-id': 'rw3798193', 'full_review': '', 'rating_value': '10', 'review_date': '5 September 2017', 'reviewer_name': 'JohnHowardReid', 'reviewer_url': '/user/ur12596887/', 'short_review': 'Avoid the USA release print!'}"
tt0044486,"{'data-review-id': 'rw1485914', 'full_review': '', 'rating_value': '8', 'review_date': '29 September 2006', 'reviewer_name': 'blanche-2', 'reviewer_url': '/user/ur0342623/', 'short_review': 'beautifully made drama with a staggering performance by Olivier'}"
tt0044486,"{'data-review-id': 'rw2722244', 'full_review': '', 'rating_value': '9', 'review_date': '19 December 2012', 'reviewer_name': 'tomsview', 'reviewer_url': '/user/ur38614372/', 'short_review': 'From literary classic to movie masterpiece'}"
tt0044486,"{'data-review-id': 'rw0046568', 'full_review': '', 'rating_value': '10', 'review_date': '16 August 2001', 'reviewer_name': 'David-240', 'reviewer_url': '/user/ur0258737/', 'short_review': ""Magnificent film featuring Laurence Olivier's best film performance.""}"
tt0044486,"{'data-review-id': 'rw1375460', 'full_review': '', 'rating_value': '10', 'review_date': '23 May 2006', 'reviewer_name': 'jem132', 'reviewer_url': '/user/ur5037232/', 'short_review': 'The Things We Do For Love'}"
tt0044486,"{'data-review-id': 'rw0046571', 'full_review': 'At a time when many cineasts are beginning to respond to the beauties of Powell and Pressburger\'s ""Gone to Earth"", Wyler\'s ""Carrie"", that other most underrated masterpiece, continues to attract too little appreciative attention. It is not difficult to see why insofar that its depressing subject material is incompatible with audience expectations of its genre, Hollywood studio romanticism. It has a hero who slides into despair and degradation whilst the heroine succeeds in her chosen profession as an aspiring actress. Women who take their handkerchiefs to the cinema have always seemed indifferent to the film: indeed the only admirers I have personally found have been male, possibly identifying with the debonaire restaurateur, Hurstwood (magnificently played by Laurence Olivier), sowing the seeds of his downfall through human weakness which destroys everything except his innate dignity. Had the film been set in its own period (mid 20th century) and directed by, say, a De Sica or Kurosawa, we might still be talking about it. Instead it is set shortly after the beginning of the century, a transitional period when the romantic past was rapidly being overcome by the grainy realism of a new mechanised age. However, far from being weakened by the genre conventions of a highly romantic approach,the superbly crafted direction by William Wyler, photography perfectly composed by Victor Milner and a wonderfully lyrical score by David Raksin are elements that serve to enhance the material. They never sentimentalise it, somehow proving that when as here the Hollywood romantic cinema was given a really mature theme and text, it could, in the hands of some of its greatest craftsmen, be responsible for producing a work of the highest cinematic art.', 'rating_value': '10', 'review_date': '15 February 2002', 'reviewer_name': 'jandesimpson', 'reviewer_url': '/user/ur1555753/', 'short_review': 'The Hollywood studio system at its finest'}"
tt0044486,"{'data-review-id': 'rw1089611', 'full_review': '', 'rating_value': '7', 'review_date': '27 May 2005', 'reviewer_name': 'bkoganbing', 'reviewer_url': '/user/ur2483625/', 'short_review': ""Lord Olivier's mid-life crisis""}"
tt0044486,"{'data-review-id': 'rw0046573', 'full_review': '', 'rating_value': '9', 'review_date': '26 April 2003', 'reviewer_name': 'jan-conant2', 'reviewer_url': '/user/ur2057206/', 'short_review': 'Romance At Its Best'}"
tt0044486,"{'data-review-id': 'rw1443514', 'full_review': '', 'rating_value': '8', 'review_date': '9 August 2006', 'reviewer_name': 'rainking_es', 'reviewer_url': '/user/ur3478561/', 'short_review': 'What would you do for love?'}"
tt0044486,"{'data-review-id': 'rw2771898', 'full_review': '', 'rating_value': '9', 'review_date': '24 March 2013', 'reviewer_name': 'museumofdave', 'reviewer_url': '/user/ur41041016/', 'short_review': 'A Splendid Recreation of Another Era: Oliver At His Best, Jones Tamped Down To ""Real""'}"
tt0044486,"{'data-review-id': 'rw0046572', 'full_review': '', 'rating_value': '7', 'review_date': '24 February 2003', 'reviewer_name': 'dbdumonteil', 'reviewer_url': '/user/ur1219578/', 'short_review': 'the missing link between Stahl and Sirk.'}"
tt0044486,"{'data-review-id': 'rw1581783', 'full_review': '', 'rating_value': '10', 'review_date': '24 January 2007', 'reviewer_name': 'DAHLRUSSELL', 'reviewer_url': '/user/ur4795147/', 'short_review': 'Olivier and Jones at their best.'}"
tt0044486,"{'data-review-id': 'rw3542079', 'full_review': '', 'rating_value': '7', 'review_date': '11 September 2016', 'reviewer_name': 'mark.waltz', 'reviewer_url': '/user/ur0968789/', 'short_review': 'Love is a many splintered thing.'}"
tt0044486,"{'data-review-id': 'rw7082819', 'full_review': '', 'rating_value': '9', 'review_date': '2 July 2021', 'reviewer_name': 'HotToastyRag', 'reviewer_url': '/user/ur23581966/', 'short_review': ""Laurence Olivier's finest performance""}"
tt0044486,"{'data-review-id': 'rw2621430', 'full_review': '', 'rating_value': '8', 'review_date': '3 June 2012', 'reviewer_name': 'kidboots', 'reviewer_url': '/user/ur12938935/', 'short_review': 'Olivier is Magnificent!!'}"
tt0044486,"{'data-review-id': 'rw2114494', 'full_review': '', 'rating_value': '10', 'review_date': '20 August 2009', 'reviewer_name': 'edwagreen', 'reviewer_url': '/user/ur2542703/', 'short_review': 'Carrie- She Carried It With Lord Olivier All the Way ****'}"
tt0044486,"{'data-review-id': 'rw1857181', 'full_review': 'Jennifer Jones is rather tepid playing Carrie Meeber, a small town girl who becomes involved in her first romance with a classy restaurateur from the big city. Laurence Olivier\'s performance as Carrie\'s lover is sly and seductive, but there isn\'t any real chemistry between he and Jones, and Olivier could just as well be acting to a mirror (he\'s very good, very charismatic, and yet highly enamored of his own presence). Director William Wyler stages some dandy melodrama, but one still aches for much more than hand-wringing in a film with talents this big. The final sequence (set underneath a stairwell) is amazing both visually and emotionally, but too much of this story is balky or routine. None of the supporting players in the cast are allowed to outshine Larry Olivier; the picture may be called ""Carrie"", but all eyes are on the acting prince. ** from ****', 'rating_value': '5', 'review_date': '13 April 2008', 'reviewer_name': 'moonspinner55', 'reviewer_url': '/user/ur0989035/', 'short_review': 'Collaboration for some wonderful talents is surprisingly mild...'}"
tt0044486,"{'data-review-id': 'rw2705383', 'full_review': ""Jennifer Jones is Carrie, based on the novel, Sister Carrie, by Theodore Dreiser, author of the novel which prompted the film, A Place in the Sun. Dreiser's themes in his novels dealt heavily with society and his characters' desire to or lack of desire to conform with the rest of the people around them. The people's morality and/or scruples was always foremost in Dreiser's mind. This film, Carrie, is no exception. Carrie leaves home in the country to make it on her own in the big city of Chicago, I believe, and Eddie Albert immediately thrusts his attention on her. He seems nice enough, trying to befriend her and give her money that is much needed and it seems innocent enough. But we also don't know his intentions or what he's thinking, either. The plain facts don't sound good at all. When her brother and his wife, that she was staying with in the big city, find out she took money from a total stranger, Eddie Albert, after losing her job, they don't want her to stay. Nice girls don't take money from strange men. Period. But she then is tricked by Eddie in living with him. An unmarried woman living with a man! This too is shunned. He obviously had his own plans all along and marriage was not part of it. Then she is introduced to Laurence Olivier, who is a respected head waiter at a posh restaurant. She falls for him, not knowing he's married. He never told her. When wife Miriam Hopkins finds out, the fur flies. To tell anymore would be telling the whole film. But while Jennifer Jones is always beautiful and is the title character, the film really belongs to Laurence Olivier. I've not seen many of his films, particularly not any of his Shakesperean films; I have seen only Rebecca and Wuthering Heights. But watching him as a man who supposedly had it all with a successful career and a family and his downward spiral into loving another woman is really something to witness. And, I 've never seen him looking more distinguished, (handsome with his graying temples - I had never seen him or thought of him in that way until this film,) dapper, and more like a real, vulnerable, and complex man than he is here in this film. Director William Wyler's production values making us the viewers delve into the mindset of Theodore Dreiser's characters and Olivier's performance are superlative, making this a film not to be missed by serious film buffs, especially those interested in the mores of yesteryear. The ending may be a bit vague for some who don't pick up on subtlety or those who are unsure of their own beliefs. But people who are firm in their convictions will see this as a very satisfying, well-made, well-thought out, entertaining, engaging, and thought-provoking film. Miss this at your peril."", 'rating_value': '10', 'review_date': '16 November 2012', 'reviewer_name': 'JLRMovieReviews', 'reviewer_url': '/user/ur20442296/', 'short_review': 'Live Wisely and Prosper - A Tale to Learn By'}"
tt0044486,"{'data-review-id': 'rw2556117', 'full_review': '', 'rating_value': '7', 'review_date': '27 January 2012', 'reviewer_name': 'JamesHitchcock', 'reviewer_url': '/user/ur2955724/', 'short_review': 'Deserves to Be Better Remembered'}"
tt0044486,"{'data-review-id': 'rw1513375', 'full_review': '', 'rating_value': '4', 'review_date': '3 November 2006', 'reviewer_name': 'planktonrules', 'reviewer_url': '/user/ur2467618/', 'short_review': 'Technically well-made, but the film is definitely lacking'}"
tt0044486,"{'data-review-id': 'rw2038570', 'full_review': ""In this adaptation of a Dreiser novel, a small-town girl in the 19th century goes to Chicago and becomes involved with a married man. Given the time in which it was made, the film is surprising frank in dealing with adultery. While it boasts fine cinematography, this is a rare misfire for Wyler, mainly due to an uninspiring script. After a good start, it turns into a soap opera that drags on far too long. Jones is well-cast in the title role while Olivier appears somewhat aloof as the married man who falls for her. Olivier's character is meant to be tragic but is pathetic instead. Albert turns in a fine performance as a smarmy traveling salesman who makes the move on Jones."", 'rating_value': '7', 'review_date': '16 March 2009', 'reviewer_name': 'kenjha', 'reviewer_url': '/user/ur2590596/', 'short_review': 'Mixed Bag'}"
tt0044486,"{'data-review-id': 'rw2215291', 'full_review': '', 'rating_value': '10', 'review_date': '2 March 2010', 'reviewer_name': 'judelclko', 'reviewer_url': '/user/ur22931040/', 'short_review': 'a classic film with a masterful characterisation from Olivier'}"
tt0044486,"{'data-review-id': 'rw8975520', 'full_review': '', 'rating_value': '5', 'review_date': '6 April 2023', 'reviewer_name': 'ldeangelis-75708', 'reviewer_url': '/user/ur132714721/', 'short_review': 'From Entertaining to Downright Annoying'}"
tt1794784,"{'data-review-id': 'rw2381052', 'full_review': '', 'rating_value': '7', 'review_date': '6 February 2011', 'reviewer_name': 'JvH48', 'reviewer_url': '/user/ur24035524/', 'short_review': 'Keeping the tension up for nearly 2 hours is an achievement in itself'}"
tt1794784,"{'data-review-id': 'rw3430039', 'full_review': '', 'rating_value': '7', 'review_date': '11 March 2016', 'reviewer_name': 'dhmacdon3', 'reviewer_url': '/user/ur7355824/', 'short_review': 'Rides from strangers'}"
tt1794784,"{'data-review-id': 'rw2574860', 'full_review': '', 'rating_value': '3', 'review_date': '2 March 2012', 'reviewer_name': 'kosmasp', 'reviewer_url': '/user/ur5876717/', 'short_review': ""It's the end of the animal as we know it""}"
tt1794784,"{'data-review-id': 'rw2356073', 'full_review': '', 'rating_value': '5', 'review_date': '20 December 2010', 'reviewer_name': 'Faizan', 'reviewer_url': '/user/ur0642167/', 'short_review': ""The dullest post apocalyptic film I've seen""}"
tt1794784,"{'data-review-id': 'rw2356332', 'full_review': 'End of Animal is a post-apocalyptic movie like few others. A pregnant woman is in a cab going through a rural landscape to get to her mother\'s house to deliver her baby. On the way, a blinding white light leaves her (and everyone else) unconscious, and also disables everything electronic. Unfortunately, like the movie\'s lead character, the director just wanders lost around this setting not knowing where to go with it. Random references to religion and humanity aside, the movie neither offers an explanation for the cause of the event, nor uses the setting in any meaningful way. Scenes just seem to randomly unfold without merit. Showing God (or was it Satan?) in a baseball cap may be an acceptable artistic decision, but him having to physically carry a bicycle out of the way to drive by in a car seems just too limiting for someone who brought about the ""End"".', 'rating_value': '2', 'review_date': '20 December 2010', 'reviewer_name': 'shariqqq', 'reviewer_url': '/user/ur0290438/', 'short_review': 'Underwhelming'}"
tt1623780,"{'data-review-id': 'rw3484215', 'full_review': '', 'rating_value': '1', 'review_date': '8 June 2016', 'reviewer_name': 'getarounditschool', 'reviewer_url': '/user/ur67528728/', 'short_review': 'What is wrong with humanity?'}"
tt1623780,"{'data-review-id': 'rw3564456', 'full_review': '', 'rating_value': '1', 'review_date': '18 October 2016', 'reviewer_name': 'ericstevenson', 'reviewer_url': '/user/ur66601046/', 'short_review': 'As awful as it sounds'}"
tt1623780,"{'data-review-id': 'rw3389684', 'full_review': '', 'rating_value': '1', 'review_date': '6 January 2016', 'reviewer_name': 'planktonrules', 'reviewer_url': '/user/ur2467618/', 'short_review': 'I hated it...but not Bottom 100 hated it!'}"
tt1623780,"{'data-review-id': 'rw3489030', 'full_review': 'This movie is the most awful titanic film. This movie falls short on all elements that make a movie excellent. Besides being full of Clichés like the typical ""I don\'t want to marry him"" and ""magical thing saves the day"" and ""good vs evil"" , this movie can\'t even decide what it wants to be. We have mice, people, an octopus, whales, and dolphins mixed in a movie that has no focus. WHO CARES!?! They butchered a tragic story into a disgustingly simple ""good vs. evil"" play meant to inform people to stop hunting whales. By God, if you want to inform people about whales, do it somewhere else please. This movie also, deliberately, shamelessly, insults the people who died on that boat. It says everyone survived and were saved by whales. More of that dumb whale flashing again. It also doesn\'t have educational value, since it claims a gang of sharks told a giant octopus to throw an iceberg in front of the boat, and the boat sank. So I recommend not watching this, it\'s in the bottom 100, and Damn, THE RATING IS 1.6 STARS!', 'rating_value': '1', 'review_date': '16 June 2016', 'reviewer_name': 'carrotyamed', 'reviewer_url': '/user/ur67631156/', 'short_review': 'People are dumb enough to fall for this'}"
tt1623780,"{'data-review-id': 'rw5516516', 'full_review': ""Why was this film made? You basically take the tragic fate of Titanic and turn it into some environmental film?! I'm sorry, but what was wrong with the makers of this film. If you want to do a save the whales movie, then just make another sequel to Free Willy instead! The fact that this film insults the tragedy of Titanic and its victims just sickens me. I would rather watch James Cameron's Titanic movie instead of this one. Nuff said!"", 'rating_value': '1', 'review_date': '29 February 2020', 'reviewer_name': 'trevhall6', 'reviewer_url': '/user/ur54642517/', 'short_review': 'Worst Animated Film Ever!'}"
tt1623780,"{'data-review-id': 'rw4640763', 'full_review': 'Just WTF. The film is basically feels like the net result of if you showed the James Cameron film to a three year old, and a week later gave them a bunch of crayons and asked them to draw what they thought the film was about, and presented the pictures to animators as a legitimate storyboard.', 'rating_value': '1', 'review_date': '11 February 2019', 'reviewer_name': 'tmwna', 'reviewer_url': '/user/ur4157371/', 'short_review': ""It's exactly as bad as everyone says""}"
tt1623780,"{'data-review-id': 'rw3000723', 'full_review': '', 'rating_value': '4', 'review_date': '19 April 2014', 'reviewer_name': 'Stompgal_87', 'reviewer_url': '/user/ur3610419/', 'short_review': ""Worse than 'Titanic:The Legend Goes On,' insulting and historically inaccurate""}"
tt1623780,"{'data-review-id': 'rw2390083', 'full_review': '', 'rating_value': '1', 'review_date': '24 February 2011', 'reviewer_name': 'TheLittleSongbird', 'reviewer_url': '/user/ur20552756/', 'short_review': ""Insulting and doesn't make sense""}"
tt1623780,"{'data-review-id': 'rw4848141', 'full_review': ""After the rapping dog in the other god awful animated film, I thought it was the worst thing I ever see on film based on the one of the most horrible tragedies in human history. Oh boy I was wrong, I was VERY wrong. What kind of people think this movie was such a good idea? What's next? Schindler's list with talking animals as a happy musical? I'll bet that will go well, you monsters."", 'rating_value': '1', 'review_date': '13 May 2019', 'reviewer_name': 'seanofthedead-79680', 'reviewer_url': '/user/ur68172915/', 'short_review': 'I hope the ghosts of those passengers on that ship will came back to haunt those film makers.'}"
tt1623780,"{'data-review-id': 'rw3103840', 'full_review': '', 'rating_value': '10', 'review_date': '13 October 2014', 'reviewer_name': 'sarah-132-61906', 'reviewer_url': '/user/ur55807319/', 'short_review': 'An Excellent Titanic Animated Movie. Why All The Hate?.'}"
tt1623780,"{'data-review-id': 'rw2530986', 'full_review': '', 'rating_value': '1', 'review_date': '11 December 2011', 'reviewer_name': 'TheUnknown837-1', 'reviewer_url': '/user/ur6321000/', 'short_review': 'This could very well be the worst movie of its kind'}"
tt1623780,"{'data-review-id': 'rw4827096', 'full_review': ""This work of pure genius takes one of the most catastrophic disasters of all time and completely adulterates it. Lousy, confusing writing, shallow characters, needlessly anthropomorphic animals, terrible animation, awful voice acting, and historical inaccuracies make this film something I would only let kids watch if I wanted to punish them. There are literally no redeeming qualities to this movie. Not to mention that it asserts that the R.M.S Titanic did not sink - and no lives were lost - due to a friendly giant octopus. So when your kid wants to hear the tragic tale of the Titanic and the hundreds of lives lost, just tell them that the history books were wrong, and it was all because of moonbeam magic and underwater evil shark gangs that talk like they're in Goodfellas. Waste of time and incredibly insulting to the tragedy itself."", 'rating_value': '1', 'review_date': '4 May 2019', 'reviewer_name': 'matthewmeduri', 'reviewer_url': '/user/ur102544248/', 'short_review': 'The Worst Cinema Has to Offer'}"
